serviceCharge,picturecount,pricetrend,livingSpace,baseRentRange,noRooms,noRoomsRange,livingSpaceRange,totalRent
161.0,10,5.05,40.0,7,1,1,1,1331.0
160.0,12,3.51,79.0,3,3,3,3,660.0
150.0,8,6.14,75.0,6,2,2,3,980.0
150.0,32,3.92,101.0,7,3,3,5,1250.0
80.0,9,5.45,31.0,2,1,1,1,400.0
268.4,6,1.21,122.0,6,4,4,6,1142.4
50.0,4,3.51,55.0,1,2,2,2,245.0
200.0,0,2.7,57.0,4,2,2,2,795.0
110.0,10,1.89,55.94,1,1,1,2,360.0
220.0,16,4.15,69.0,7,2,2,3,1270.0
200.0,18,5.19,63.32,7,2,2,3,1450.0
134.0,3,2.94,71.0,5,3,3,3,805.4
131.0,9,2.2,79.49,2,3,3,3,616.0
166.0,3,0.95,54.21,3,2,2,2,619.7
135.0,8,6.0,67.6,5,2,2,3,945.0
220.0,17,3.93,135.0,8,3,3,6,2070.0
45.0,28,3.27,45.0,2,2,2,2,400.0
170.0,9,8.18,80.0,6,2,2,3,1202.0
250.0,16,0.2,101.9,7,3,3,5,1523.0
80.0,10,0.58,32.0,1,1,1,1,230.0
125.0,3,3.47,70.04,2,3,3,3,543.2
105.0,16,3.99,103.0,6,4,4,5,1095.0
80.0,6,0.38,85.0,3,3,3,4,648.0
107.0,7,3.81,55.94,4,3,3,2,646.63
88.0,27,10.75,83.56,7,2,2,4,1296.0
48.0,5,0.0,38.08,1,1,1,1,272.0
249.0,0,2.0,74.0,2,4,4,3,604.0
80.0,10,2.95,73.85,3,3,3,3,649.7
90.0,8,3.8,37.35,1,1,1,1,332.77
65.0,10,3.17,35.0,2,2,2,1,415.0
170.0,11,3.71,67.64,2,2,2,3,520.0
60.0,10,3.51,27.0,1,1,1,1,250.0
120.0,2,2.5,60.8,2,2,2,2,540.0
90.0,9,4.91,27.0,2,1,1,1,460.0
125.5,15,1.12,102.81,5,4,4,5,897.0
0.0,28,4.81,100.0,7,2,2,4,1350.0
300.0,11,5.37,135.0,9,3,3,6,2800.0
120.0,12,4.69,105.0,6,4,4,5,1040.0
130.0,7,4.42,70.0,4,3,3,3,720.0
70.0,8,1.72,74.0,3,3,3,3,635.0
190.0,12,1.7,80.0,5,3,3,3,815.0
123.0,16,1.79,77.0,2,3,3,3,620.8
60.0,0,0.0,81.7,2,2,2,4,440.0
90.0,20,4.51,88.0,5,3,3,4,900.0
190.0,15,2.84,87.6,3,3,3,4,680.0
110.0,8,3.0,142.3,7,4,4,6,1250.0
146.0,7,4.17,69.7,5,2,2,3,906.0
110.0,1,2.85,65.0,3,2,2,3,620.0
100.0,4,3.85,90.0,3,3,3,4,590.0
191.54,17,4.84,79.81,4,2,2,3,545.0
100.0,7,3.45,18.0,2,1,1,1,500.0
105.0,8,0.59,47.0,1,2,2,2,340.0
191.0,13,4.76,59.72,2,2,2,2,509.0
82.05,2,1.59,60.78,2,3,3,2,516.63
100.0,10,2.82,56.0,3,2,2,2,550.0
40.0,7,2.08,35.0,1,2,2,1,290.0
109.0,8,0.0,49.65,1,2,2,2,357.0
120.0,11,4.78,59.0,4,2,2,2,650.0
130.0,10,3.77,35.0,1,1,1,1,320.0
300.0,10,6.63,89.44,8,3,3,4,1950.0
86.0,11,2.97,67.0,3,2,2,3,586.0
180.0,0,6.16,58.0,4,2,2,2,710.0
169.0,20,2.0,75.0,2,3,3,3,484.0
85.07,7,0.93,65.44,2,3,3,3,491.85
35.0,0,2.97,20.27,1,1,1,1,275.0
0.0,18,2.9,65.0,7,2,2,3,1100.0
435.0,28,4.81,234.0,9,4,4,7,4085.0
140.0,13,-0.16,67.57,2,1,1,3,539.0
100.0,22,3.23,58.0,2,2,2,2,465.0
142.0,9,9.34,52.77,5,1,1,2,808.0
190.0,1,2.94,59.5,3,1,1,2,605.0
112.0,10,0.9,51.1,1,1,1,2,367.0
180.0,10,4.95,59.0,5,2,2,2,870.0
50.0,4,3.56,30.0,1,1,1,1,285.0
78.0,6,2.23,35.5,1,2,2,1,407.88
145.0,18,2.84,62.5,3,2,2,3,607.0
124.0,11,1.49,59.15,1,2,2,2,424.0
170.0,8,0.2,67.84,1,4,4,3,470.0
102.0,23,3.26,42.46,3,1,1,2,600.91
130.0,13,3.51,103.0,5,4,4,5,775.0
130.0,18,3.66,70.0,5,2,2,3,910.0
150.0,0,4.42,98.0,6,3,3,4,1030.0
172.0,7,3.77,71.28,4,3,3,3,801.0
120.0,11,3.39,62.0,2,2,2,3,519.0
300.0,10,3.24,131.0,7,3,3,6,1600.0
160.0,15,3.57,64.11,2,4,4,3,520.0
72.11,10,-1.96,35.34,1,1,1,1,214.88
167.0,4,0.21,67.0,1,3,3,3,440.0
40.0,6,0.83,25.13,1,1,1,1,360.0
152.0,4,1.45,76.0,3,2,2,3,623.0
110.0,11,2.18,55.9,1,2,2,2,405.0
170.0,25,4.95,57.0,6,2,2,2,1150.0
134.62,8,3.69,58.53,2,3,3,2,462.31
153.0,10,5.79,90.0,6,3,3,4,1195.0
209.0,28,1.87,83.49,4,2,2,4,794.0
100.0,13,4.11,51.0,2,2,2,2,470.0
100.0,5,6.76,63.65,5,2,2,3,803.14
100.0,12,1.85,49.0,1,1,1,2,340.0
80.0,9,1.32,65.45,2,4,4,3,496.0
70.0,6,5.12,48.0,7,2,2,2,1120.0
70.0,6,0.0,70.6,2,3,3,3,536.0
145.0,11,8.31,77.71,6,2,2,3,1059.81
250.0,9,2.88,118.0,4,3,3,5,810.0
148.0,8,4.16,70.04,3,3,3,3,649.0
100.0,37,3.8,88.63,3,3,3,4,695.0
330.0,7,4.71,52.0,5,2,2,2,1025.0
293.5,13,4.78,104.82,6,3,3,5,1289.29
125.0,19,3.95,52.0,2,2,2,2,515.0
80.0,11,1.53,43.0,1,2,2,2,335.0
480.0,10,7.06,143.0,9,3,3,6,4460.0
77.0,5,1.87,77.6,1,3,3,3,377.0
230.0,0,3.68,62.5,3,2,2,3,710.0
107.0,3,0.19,48.85,1,2,2,2,345.0
120.0,8,2.43,60.0,2,3,3,2,500.0
150.0,12,1.82,74.0,4,2,2,3,705.0
180.0,10,6.41,63.0,4,2,2,3,730.0
60.0,5,2.83,31.0,1,1,1,1,290.0
140.0,1,3.7,50.0,3,2,2,2,615.0
250.0,12,6.45,69.05,6,2,2,3,1245.0
143.0,10,-1.75,66.19,2,3,3,3,448.0
150.0,5,4.15,61.0,3,2,2,3,630.0
165.0,11,2.82,65.0,4,3,3,3,695.0
150.0,5,2.45,99.0,5,3,3,4,850.0
110.0,21,3.53,37.0,2,1,1,1,460.0
240.0,28,5.07,46.3,7,2,2,2,1440.0
157.58,10,0.0,75.04,2,3,3,3,495.26
180.0,5,4.09,50.0,1,2,2,2,430.0
250.0,16,5.62,88.88,6,3,3,4,1272.0
110.0,8,3.08,53.22,1,3,3,2,390.0
165.0,1,0.0,88.5,3,2,2,4,616.35
75.0,24,3.74,75.0,4,2,2,3,695.0
200.0,11,4.9,66.0,7,2,2,3,1290.0
120.0,5,6.49,44.55,4,1,1,2,750.0
86.63,11,0.0,69.3,1,3,3,3,454.0
40.0,2,2.26,35.0,1,1,1,1,260.0
55.0,14,5.19,63.0,6,3,3,3,1040.0
230.0,20,5.08,100.0,6,4,4,4,1230.0
72.0,5,3.44,54.17,3,2,2,2,598.03
190.0,13,0.0,81.0,3,3,3,4,620.0
240.0,19,2.96,106.0,7,3,3,5,1290.0
110.0,8,2.08,51.0,1,2,2,2,345.0
155.0,16,4.26,55.32,2,3,3,2,515.0
200.0,3,2.17,102.0,3,4,4,5,690.0
200.0,5,3.36,69.23,3,3,3,3,783.0
106.0,8,0.0,53.0,1,2,2,2,339.0
215.0,18,3.88,76.7,6,2,2,3,1212.0
120.0,18,3.76,60.0,2,3,3,2,510.0
65.0,5,1.87,19.22,1,1,1,1,244.0
192.0,17,1.89,96.0,5,4,4,4,816.0
55.0,13,4.49,52.0,2,2,2,2,475.0
125.0,7,4.09,60.0,4,2,2,2,675.0
220.0,20,3.42,116.29,7,3,3,5,1499.0
193.0,2,2.56,84.0,6,3,3,4,1118.0
100.0,12,4.59,90.0,5,3,3,4,862.0
212.5,28,4.89,85.0,5,3,3,4,935.0
158.0,7,1.76,76.09,3,3,3,3,650.21
140.0,11,4.55,68.21,3,3,3,3,583.0
60.0,1,4.4,32.0,2,1,1,1,459.0
180.0,0,4.78,63.0,5,2,2,3,960.0
97.18,2,3.28,43.19,1,1,1,2,377.92
90.0,1,4.96,66.0,4,2,2,3,720.0
34.9,10,6.41,34.9,2,1,1,1,415.88
109.0,17,0.38,49.5,1,2,2,2,370.0
200.0,15,2.25,85.0,4,3,3,4,730.0
150.0,8,-0.12,90.0,5,3,3,4,900.0
100.0,13,3.33,90.0,3,3,3,4,700.0
90.0,5,4.81,55.53,6,2,2,2,1003.0
200.0,11,-0.18,90.0,3,3,3,4,690.0
175.0,9,2.79,69.84,4,4,4,3,692.0
130.0,2,4.73,30.0,1,1,1,1,380.0
82.0,12,1.76,62.95,1,3,3,3,465.0
150.0,21,3.29,78.0,5,2,2,3,800.0
135.0,13,4.87,44.21,3,1,1,2,621.31
88.0,2,-2.17,25.4,1,1,1,1,280.0
180.0,21,4.75,68.5,5,2,2,3,830.0
75.0,8,3.57,82.53,5,3,3,4,795.0
569.0,27,8.7,125.0,9,3,3,6,3319.0
126.0,13,3.62,53.3,3,3,3,2,553.0
135.0,7,3.03,65.52,2,3,3,3,451.24
125.0,8,-0.94,57.0,2,3,3,2,524.0
100.0,1,1.85,32.0,1,1,1,1,284.0
150.0,7,2.14,76.0,5,3,3,3,890.0
160.0,7,6.38,53.69,5,2,2,2,909.98
265.0,1,4.11,73.0,5,2,2,3,975.0
200.0,1,4.6,28.0,2,1,1,1,550.0
250.0,17,6.29,82.98,8,3,3,4,2108.43
280.0,18,3.82,112.5,6,4,4,5,1160.0
130.0,0,6.85,74.04,6,3,3,3,1120.0
140.0,8,2.35,87.2,5,3,3,4,903.0
150.0,5,4.37,76.9,4,4,4,3,870.0
180.0,12,3.66,60.0,4,2,2,2,750.0
134.0,11,0.9,46.0,1,1,1,2,366.0
160.0,8,0.85,77.7,5,3,3,3,935.0
270.0,5,4.11,155.0,8,4,4,7,2130.0
150.0,4,4.62,49.2,2,2,2,2,510.0
160.0,6,5.71,79.21,7,3,3,3,1540.0
76.0,21,0.38,33.0,1,1,1,1,286.0
210.0,6,4.41,99.0,5,3,3,4,1022.0
250.0,14,6.23,80.0,7,3,3,3,1750.0
145.89,10,0.21,69.47,2,2,2,3,486.29
165.0,6,0.19,62.93,2,3,3,3,495.0
140.0,9,1.17,59.0,1,2,2,2,420.64
190.0,3,1.54,83.0,3,3,3,4,690.0
90.0,1,3.12,58.0,4,2,2,2,652.0
154.26,9,0.94,60.0,2,3,3,2,460.26
123.0,7,2.67,66.3,3,3,3,3,684.68
214.2,17,5.91,102.0,8,3,3,5,1897.2
225.0,18,4.07,122.0,8,3,3,6,2375.0
195.0,2,3.23,62.06,5,2,2,3,971.5
180.0,17,3.95,108.0,6,3,3,5,1060.0
110.0,16,0.33,51.0,2,2,2,2,470.0
109.0,7,2.71,59.91,2,3,3,2,549.0
140.0,14,0.2,52.0,2,2,2,2,442.0
140.0,8,3.21,72.0,2,3,3,3,544.56
115.0,11,3.33,65.0,2,2,2,3,580.0
110.0,13,3.45,38.68,1,2,2,1,370.0
160.0,11,4.67,63.44,4,3,3,3,665.0
250.0,9,3.1,110.0,6,4,4,5,1200.0
150.0,12,4.28,74.56,6,3,3,3,999.0
90.0,12,2.12,76.5,1,2,2,3,370.0
135.0,1,0.38,62.0,1,2,2,3,410.0
111.0,3,4.83,52.28,2,3,3,2,541.19
75.0,16,2.79,76.0,3,3,3,3,625.0
115.0,7,2.14,43.0,1,1,1,2,340.0
130.0,9,0.38,68.0,2,2,2,3,440.0
150.0,22,2.74,100.0,6,3,3,4,1090.0
81.0,6,0.59,67.08,2,3,3,3,498.0
231.0,14,4.88,66.0,4,3,3,3,792.0
120.0,8,0.73,60.0,1,3,3,2,395.0
130.0,25,5.85,64.98,5,2,2,3,878.0
383.75,19,3.22,153.5,7,3,3,7,1458.25
519.0,33,5.38,207.4,9,4,4,7,3310.0
200.0,27,0.59,120.0,6,4,4,5,1120.0
150.0,11,4.92,77.52,5,4,4,3,900.0
183.82,5,1.81,71.11,5,2,2,3,788.26
125.0,5,0.77,50.82,1,2,2,2,379.0
340.0,14,5.0,160.0,8,3,3,7,2290.0
75.0,8,1.61,50.0,1,2,2,2,350.0
830.0,17,6.81,152.0,9,3,3,7,3580.0
169.62,10,7.56,84.81,8,3,3,4,1768.29
355.0,7,3.62,76.0,7,2,2,3,1550.0
81.0,0,2.17,80.0,2,4,4,3,544.0
114.4,12,3.19,80.0,2,3,3,3,514.4
86.0,4,5.16,20.0,1,1,1,1,256.0
191.0,10,4.92,107.56,7,2,2,5,1449.0
250.0,9,8.22,62.93,7,2,2,3,1500.0
79.0,3,8.28,49.44,6,2,2,2,925.0
100.0,11,2.84,60.0,3,2,2,2,560.0
525.0,22,3.58,143.0,8,3,3,6,2660.0
203.5,10,3.48,74.0,3,2,2,3,728.9
90.0,23,-0.7,49.0,1,2,2,2,385.0
150.0,35,1.72,140.0,6,6,5,6,1000.0
45.0,5,2.6,36.4,1,1,1,1,200.0
225.0,24,0.0,101.56,5,4,4,5,975.0
100.0,5,2.38,51.0,1,2,2,2,395.0
140.1,18,-0.95,51.32,1,2,2,2,406.96
150.0,15,5.14,107.68,7,3,3,5,1400.0
320.0,1,3.65,121.0,7,4,4,6,1590.0
160.0,7,2.71,43.7,2,2,2,2,538.0
79.0,7,3.51,48.0,2,2,2,2,463.0
110.0,15,4.92,70.0,3,3,3,3,566.0
80.0,6,4.43,33.34,1,1,1,1,307.0
80.0,1,6.06,38.0,1,1,1,1,380.0
200.0,20,3.73,100.0,9,3,3,4,2650.0
280.0,11,1.79,140.0,5,5,5,6,1160.0
250.0,10,5.08,110.0,7,4,4,5,1270.0
131.02,5,0.82,68.24,2,3,3,3,471.54
70.0,0,3.08,44.0,2,1,1,2,430.0
250.0,9,5.38,103.0,6,3,3,5,1200.0
160.0,10,7.53,62.5,5,2,2,3,845.0
80.0,7,3.17,62.0,2,2,2,3,459.0
165.0,10,5.13,60.24,3,2,2,2,601.0
114.0,6,3.33,65.92,3,3,3,3,633.03
170.0,2,4.35,120.0,6,4,4,5,1000.0
120.41,3,3.51,61.0,1,2,2,3,374.58
140.0,8,6.76,62.0,3,2,2,3,637.16
400.0,7,5.14,172.0,8,4,4,7,2187.5
225.0,7,4.87,89.88,7,3,3,4,1694.0
132.5,12,6.94,53.0,4,2,2,2,670.0
100.0,3,2.08,80.0,3,3,3,3,607.0
100.0,9,2.6,50.9,2,2,2,2,450.0
250.0,16,5.68,87.32,7,2,2,4,1495.0
220.0,2,4.12,77.0,6,3,3,3,1144.0
130.0,14,3.81,86.0,7,3,3,4,1150.0
140.0,5,7.66,102.0,5,3,3,5,920.0
110.0,20,2.95,69.0,4,3,3,3,670.0
70.0,6,1.49,50.99,4,2,2,2,675.0
83.0,2,1.59,36.8,1,2,2,1,295.0
40.0,3,0.0,39.9,1,1,1,1,180.0
170.0,22,2.74,75.0,3,3,3,3,670.0
400.0,16,4.83,183.5,9,5,5,7,3200.0
200.0,14,5.77,99.0,8,2,2,4,2275.0
96.0,10,8.08,68.6,7,2,2,3,1368.0
202.0,6,3.4,73.5,6,2,2,3,1048.0
130.0,5,1.9,55.0,2,2,2,2,450.0
140.0,5,3.39,54.0,2,2,2,2,490.0
50.0,8,4.05,33.0,2,1,1,1,463.0
200.0,13,5.42,90.0,5,4,4,4,980.0
104.0,6,2.47,80.3,5,3,3,3,798.0
208.0,3,3.03,120.0,7,2,2,5,1588.0
0.0,28,5.03,90.0,8,3,3,4,1900.0
110.0,13,2.38,70.0,3,3,3,3,630.0
95.0,4,3.17,63.0,4,3,3,3,725.0
164.0,14,3.23,86.74,4,3,3,4,853.0
200.0,23,3.26,83.46,6,3,3,4,1139.0
0.0,9,5.0,70.0,5,2,2,3,655.0
250.0,11,4.41,115.0,7,5,5,5,1630.0
80.0,12,1.14,63.17,1,2,2,3,365.0
249.0,13,5.9,119.0,7,4,4,5,1498.0
150.0,12,3.28,64.64,2,2,2,3,543.87
190.0,14,8.91,95.0,7,3,3,4,1940.0
150.0,7,3.77,70.0,5,2,2,3,700.0
160.0,2,4.29,80.5,3,2,2,3,580.0
160.0,25,3.82,80.0,5,3,3,3,955.0
110.0,9,0.58,54.0,1,2,2,2,385.0
93.98,2,2.06,42.72,2,1,1,2,405.84
150.0,13,3.3,75.0,4,2,2,3,700.0
341.0,8,4.59,116.0,6,5,5,5,1291.0
150.0,8,0.36,69.0,2,3,3,3,498.0
420.0,20,3.65,130.0,7,5,5,6,1695.0
100.0,18,5.4,104.0,6,2,2,5,1090.0
545.0,14,4.67,158.0,7,4,4,7,1943.0
150.0,17,3.47,63.0,3,2,2,3,560.0
200.0,1,2.99,100.0,5,3,3,4,950.0
105.0,17,5.03,42.55,6,1,1,2,1055.0
173.0,13,0.53,60.89,2,3,3,2,528.0
200.0,4,3.6,96.71,7,3,3,4,1350.0
63.0,9,-1.85,59.59,2,3,3,2,433.0
120.0,2,1.73,62.53,4,2,2,3,705.0
150.0,7,5.19,195.0,9,5,5,7,3650.0
85.0,17,5.5,29.0,4,1,1,1,675.0
125.0,10,3.28,105.0,4,3,3,5,700.0
150.0,10,3.22,84.0,4,1,1,4,700.0
354.09,14,0.0,122.63,6,5,5,6,1196.93
142.0,8,1.56,55.0,2,3,3,2,450.51
100.0,3,4.21,35.0,3,1,1,1,630.0
90.0,9,4.11,30.0,2,1,1,1,410.0
250.0,16,4.4,95.0,7,3,3,4,1420.0
175.0,15,2.0,63.25,5,2,2,3,915.0
190.0,12,4.55,105.0,6,4,4,5,1060.0
180.0,32,4.05,101.1,7,3,3,5,1300.0
140.0,5,2.05,68.85,2,3,3,3,490.0
165.0,15,3.01,72.79,3,3,3,3,639.0
160.0,13,4.28,73.2,6,1,1,3,1025.0
120.0,13,1.32,60.76,3,2,2,2,599.0
135.0,6,1.78,59.0,2,3,3,2,500.0
238.0,13,6.33,103.0,7,4,4,5,1300.0
110.0,4,2.04,45.0,1,2,2,2,330.0
83.0,6,4.62,49.06,2,2,2,2,494.0
150.0,11,5.68,65.0,5,2,2,3,800.0
160.0,8,0.87,112.0,3,6,5,5,744.0
110.0,20,3.33,54.0,1,3,3,2,380.0
175.0,3,2.52,75.19,1,2,2,3,468.62
111.0,9,0.57,50.61,1,2,2,2,349.0
192.0,27,6.81,96.0,7,3,3,4,1588.0
180.0,9,2.87,103.0,7,3,3,5,1380.0
190.0,5,3.33,105.0,4,4,4,5,790.0
210.0,12,4.3,95.4,6,3,3,4,1116.3
180.0,13,1.67,61.0,2,2,2,3,493.5
130.0,2,3.81,64.0,4,2,2,3,668.0
64.0,10,1.32,49.5,2,2,2,2,426.0
68.0,11,1.79,68.13,2,3,3,3,477.0
300.0,17,4.71,103.0,7,3,3,5,1400.0
100.0,4,5.71,50.8,2,2,2,2,425.0
90.0,8,3.75,100.0,6,3,3,4,1023.0
150.0,12,2.06,54.4,5,2,2,2,805.0
100.0,10,3.17,47.06,2,2,2,2,420.0
120.0,11,2.29,58.36,1,3,3,2,395.0
54.0,9,0.0,60.41,2,2,2,2,387.0
110.0,17,0.0,55.0,1,2,2,2,370.0
115.0,13,4.49,56.64,4,2,2,2,750.0
320.0,28,4.34,138.0,8,4,4,6,2220.0
200.0,6,3.03,95.28,5,3,3,4,924.13
129.0,7,3.64,71.0,2,3,3,3,469.8
200.0,7,1.67,80.64,1,2,2,3,490.0
276.0,0,3.0,115.0,6,3,3,5,1256.0
300.0,4,3.71,120.0,5,4,4,5,1000.0
115.42,4,-0.18,49.84,1,2,2,2,400.0
124.0,4,0.21,56.4,1,2,2,2,383.0
120.0,4,4.67,57.0,2,2,2,2,495.0
129.0,5,3.3,79.54,2,4,4,3,586.75
210.0,14,2.82,82.56,6,3,3,4,1218.0
304.3,13,7.23,101.43,7,3,3,5,1409.89
150.0,11,4.99,66.13,3,3,3,3,649.0
175.0,8,3.69,67.0,3,2,2,3,725.0
195.0,0,2.94,99.8,7,2,2,4,1290.0
134.0,2,9.05,57.35,5,2,2,2,803.0
96.0,2,3.51,59.0,2,2,2,2,403.0
135.0,21,0.59,56.0,1,3,3,2,375.0
84.0,8,4.69,70.0,2,3,3,3,546.0
150.0,9,3.84,62.5,5,3,3,3,800.0
150.0,18,2.84,84.0,5,3,3,4,900.0
290.0,7,4.35,90.0,7,3,3,4,1320.0
130.0,11,3.64,70.93,3,3,3,3,595.0
260.0,14,5.58,60.0,7,2,2,2,1380.0
0.0,23,5.88,80.0,7,3,3,3,1395.0
60.0,8,5.07,37.21,3,1,1,1,559.0
85.0,17,2.6,52.7,2,2,2,2,480.0
230.0,17,3.34,61.08,2,2,2,3,587.34
95.0,9,2.76,59.39,2,3,3,2,409.77
100.0,27,3.32,125.0,5,4,4,6,945.0
134.0,12,3.62,67.0,2,2,2,3,503.0
125.0,8,4.35,94.31,5,3,3,4,876.0
70.0,10,3.03,65.0,4,2,2,3,645.0
190.0,0,4.94,90.0,6,3,3,4,1020.0
160.0,7,1.82,59.8,2,3,3,2,490.0
150.0,15,1.92,75.0,3,3,3,3,600.0
97.0,7,4.42,38.49,2,1,1,1,424.17
120.0,11,0.37,57.6,1,2,2,2,408.0
150.0,11,4.92,63.0,2,3,3,3,525.5
350.0,16,5.26,151.0,9,4,4,7,3050.0
115.0,15,0.38,51.9,1,2,2,2,380.0
250.0,20,5.18,112.0,7,3,3,5,1370.0
125.0,20,3.63,44.3,2,1,1,2,450.0
75.0,0,0.19,30.0,1,1,1,1,185.0
100.0,6,1.72,40.0,2,1,1,1,440.0
117.93,10,3.39,61.18,2,2,2,3,497.25
120.0,11,3.17,76.68,3,2,2,3,570.0
192.0,8,4.4,99.84,7,4,4,4,1338.48
230.0,12,2.99,104.0,6,4,4,5,1285.0
100.0,6,2.72,50.0,2,2,2,2,490.0
160.0,1,4.98,82.41,6,4,4,4,1150.0
130.0,5,4.71,83.0,5,3,3,4,950.4
350.0,13,2.67,143.0,8,3,3,6,2000.0
72.0,3,1.66,48.18,2,2,2,2,450.0
98.34,7,7.01,61.47,7,2,2,3,1443.88
100.0,10,2.99,120.0,7,4,4,5,1600.0
240.0,0,2.21,79.0,4,3,3,3,793.0
100.0,8,4.3,38.0,5,2,2,1,750.0
94.0,6,4.64,48.38,2,2,2,2,499.0
130.0,7,1.66,58.0,2,2,2,2,469.0
300.0,19,5.76,86.0,7,3,3,4,1800.0
0.0,11,5.54,107.0,7,4,4,5,1150.0
115.0,2,1.75,52.32,1,2,2,2,400.0
173.0,11,1.69,60.82,2,3,3,2,507.51
155.0,0,4.17,58.5,3,3,3,2,585.0
225.0,11,1.04,99.7,4,3,3,4,825.0
300.0,9,8.23,87.0,8,3,3,4,2298.0
145.0,2,1.05,47.69,1,2,2,2,390.0
190.0,10,3.34,64.2,4,2,2,3,800.0
200.0,16,3.9,95.0,6,3,3,4,1150.0
126.5,9,4.5,55.0,4,2,2,2,676.5
70.0,7,4.35,40.76,2,2,2,1,485.02
101.0,12,0.0,42.0,1,2,2,2,354.0
110.0,10,5.26,53.0,2,2,2,2,472.0
145.0,19,3.7,75.0,6,1,1,3,995.0
90.0,0,2.7,104.0,6,4,4,5,1026.0
114.12,14,4.48,62.5,2,2,2,3,504.75
188.0,5,0.7,69.61,2,3,3,3,538.0
140.0,10,3.08,96.0,5,3,3,4,902.0
0.0,28,5.16,78.0,8,3,3,3,1980.0
200.0,11,3.24,116.0,6,3,3,5,1060.0
281.0,15,6.94,112.57,6,3,3,5,1230.0
96.65,7,2.99,47.0,1,1,1,2,345.65
162.0,12,2.67,59.24,2,2,2,2,484.85
340.0,6,4.28,142.0,7,3,3,6,1609.0
157.5,19,6.15,126.5,7,3,3,6,1357.5
90.0,9,2.17,73.0,2,3,3,3,499.0
89.1,3,4.39,53.65,4,2,2,2,598.4
160.0,7,2.81,79.98,5,2,2,3,990.0
70.0,11,4.17,60.68,2,3,3,2,450.0
200.0,17,0.2,95.0,3,4,4,4,615.0
100.0,10,3.77,47.64,1,3,3,2,400.0
100.0,9,5.32,68.0,4,2,2,3,640.0
0.0,15,5.39,48.0,7,2,2,2,1150.0
164.0,1,1.44,79.4,3,3,3,3,640.4
250.0,8,4.23,51.0,6,2,2,2,1250.0
126.0,9,3.02,63.0,3,3,3,3,555.0
100.0,7,4.55,40.15,2,1,1,1,420.0
140.0,2,4.82,57.25,2,3,3,2,558.0
60.0,6,1.52,62.0,2,3,3,3,469.0
107.2,4,1.75,47.6,1,2,2,2,400.0
220.0,6,2.91,89.0,5,3,3,4,870.0
55.0,9,3.33,22.0,1,1,1,1,391.0
85.0,7,3.85,68.53,2,3,3,3,525.0
110.0,10,3.64,66.0,2,3,3,3,499.0
400.0,14,5.81,119.73,7,3,3,5,1786.0
85.0,7,1.01,27.18,1,1,1,1,285.0
164.0,5,2.76,69.0,2,3,3,3,500.0
105.0,15,1.43,78.0,3,2,2,3,573.0
150.0,17,2.83,85.0,4,3,3,4,660.0
105.0,5,-0.71,63.3,5,2,2,3,795.0
51.0,4,1.89,60.0,2,3,3,2,376.0
180.0,6,2.89,85.6,6,3,3,4,1170.0
105.0,7,1.63,56.66,2,3,3,2,500.0
164.85,7,1.75,49.46,1,2,2,2,469.85
100.0,2,2.35,30.0,1,1,1,1,365.0
50.0,8,2.93,45.0,1,2,2,2,342.5
100.0,1,1.92,96.0,4,4,4,4,628.0
70.0,16,6.57,42.0,2,2,2,2,400.0
80.0,6,3.57,60.0,1,3,3,2,460.0
90.0,8,0.0,45.28,1,2,2,2,315.0
130.0,9,3.08,64.0,3,2,2,3,550.0
120.0,7,2.6,92.0,6,4,4,4,955.0
95.0,8,2.53,95.0,3,3,3,4,636.5
125.0,15,7.49,53.07,5,2,2,2,824.0
400.0,14,4.67,111.0,8,2,2,5,2200.0
155.0,6,0.82,71.9,3,3,3,3,560.0
100.0,7,0.35,34.0,1,1,1,1,280.0
70.0,15,3.4,54.2,3,2,2,2,623.0
115.0,13,3.02,57.0,1,2,2,2,335.0
280.0,21,3.89,160.0,7,4,4,7,1380.0
70.0,6,0.79,30.0,1,1,1,1,230.0
160.0,33,6.23,57.0,8,2,2,2,1680.0
150.0,19,3.33,55.0,3,3,3,2,570.0
45.0,8,4.17,51.0,3,2,2,2,520.0
180.0,15,4.42,85.0,6,3,3,4,1000.0
166.0,2,2.12,66.4,4,3,3,3,730.5
148.5,18,5.45,52.0,3,2,2,2,593.5
250.0,11,3.13,114.0,7,4,4,5,1625.0
140.0,14,4.07,72.06,5,2,2,3,825.0
130.0,9,4.43,22.0,3,1,1,1,630.0
130.0,6,1.92,55.02,3,2,2,2,563.0
200.0,14,4.87,199.0,7,6,5,7,1300.0
154.0,4,3.25,75.62,5,3,3,3,875.46
120.0,15,3.91,52.85,1,2,2,2,420.0
80.0,5,4.12,63.7,5,2,2,3,830.0
300.0,16,5.26,85.0,7,3,3,4,1500.0
136.0,8,2.8,33.9,3,1,1,1,560.0
120.0,7,4.35,45.0,2,1,1,2,520.0
80.0,6,5.03,43.0,3,1,1,2,500.0
123.5,5,1.37,91.3,5,4,4,4,902.0
100.0,9,3.86,57.5,2,2,2,2,455.0
39.0,5,1.8,26.21,1,1,1,1,292.9
120.0,22,0.0,56.0,2,2,2,2,440.0
150.0,35,3.81,69.8,6,2,2,3,990.0
185.0,20,5.68,97.0,7,3,3,4,1530.0
145.0,9,3.03,74.0,3,3,3,3,625.0
283.0,20,5.51,94.39,7,2,2,4,1618.0
125.0,21,8.97,55.0,5,2,2,2,896.0
